simulation_id,geometry_type,geometry_parameters,thickness_h,length_Lx,length_Ly,k_low,k_high,boundary_condition_id,T_hot,T_air,measurement_wx,measurement_wy,electrode_min_gap,x_hot_electrode,y_hot_electrode,x_cold_electrode,y_cold_electrode,T_hot_electrode_avg,T_cold_electrode_avg,delta_T_parallel,heat_flux_redirect_ratio,mesh_element_count,qc_pass,field_file
sim_step_f352f6a5,step,"{""geometry_type"": ""step"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0006599642706191315, ""k_low"": 0.46639837354540087, ""k_high"": 355.7885434885522, ""step_position"": 0.4493967240457619, ""low_thickness_fraction"": 0.1490134437504801, ""high_thickness_fraction"": 0.756166424454748, ""direction"": ""y"", ""reverse"": false, ""volume_fraction_target"": 0.4633333333333333, ""volume_fraction_actual"": 0.4633333333333333, ""T_hot"": 357.3551244114115, ""T_air"": 303.8429327803321, ""h_c"": 9.822475227108583, ""h_c_side"": 7.368117458829402, ""sample_seed"": 327014193}",0.0006599642706191,0.01,0.01,0.4663983735454008,355.7885434885522,BC-001-TOP-ELECTRODE,357.3551244114115,303.8429327803321,0.0005,0.0005,0.0005,0.00475,0.00725,0.00025,0.00025,357.1568088719571,356.3233506181527,0.8334582538043946,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_step_f352f6a5.h5
sim_random_smoothed_e1bc13a2,random_smoothed,"{""geometry_type"": ""random_smoothed"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0005763813388950461, ""k_low"": 0.7187975354052856, ""k_high"": 111.1610106817466, ""volume_fraction_target"": 0.3181165949457582, ""blur_sigma"": [9.171346870519107, 0.676967793124501, 9.171346870519107], ""T_hot"": 398.8309805909301, ""T_air"": 305.737404944429, ""h_c"": 13.635944591872306, ""h_c_side"": 6.74136752590873, ""random_topology_style"": ""lamellae_xz"", ""sample_seed"": 2604555586}",0.000576381338895,0.01,0.01,0.7187975354052856,111.1610106817466,BC-001-TOP-ELECTRODE,398.8309805909301,305.737404944429,0.0005,0.0005,0.0005,0.00225,0.00125,0.00025,0.00975,398.8237987460035,397.4201520263195,1.4036467196839908,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_random_smoothed_e1bc13a2.h5
sim_arc_61e40bd0,arc,"{""geometry_type"": ""arc"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0011877969227885084, ""k_low"": 0.572997442576426, ""k_high"": 141.9370709490083, ""center_fraction"": 0.45870467747179966, ""radius_fraction"": 0.3146683332190293, ""base_height_fraction"": 0.1568150419114271, ""arc_height_fraction"": 0.3979050632626858, ""channel_half_width_fraction"": 0.05443770579011106, ""direction"": ""y"", ""reverse"": true, ""volume_fraction_target"": 0.10333333333333333, ""volume_fraction_actual"": 0.10333333333333333, ""T_hot"": 359.2377332227488, ""T_air"": 297.31109830071506, ""h_c"": 13.803815393810554, ""h_c_side"": 15.739686626499804, ""sample_seed"": 3842505937}",0.0011877969227885,0.01,0.01,0.572997442576426,141.9370709490083,BC-001-TOP-ELECTRODE,359.2377332227488,297.31109830071506,0.0005,0.0005,0.0005,0.00525,0.00525,0.00025,0.00025,357.87434673915334,355.5037706564257,2.3705760827276663,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_arc_61e40bd0.h5
sim_random_smoothed_1a8e5cab,random_smoothed,"{""geometry_type"": ""random_smoothed"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.001874056038827664, ""k_low"": 0.3921930520048625, ""k_high"": 384.39942142449286, ""volume_fraction_target"": 0.7949192932911099, ""blur_sigma"": [12.786990613099904, 0.6296398735842673, 12.786990613099904], ""T_hot"": 343.0171488829911, ""T_air"": 303.56600238843095, ""h_c"": 16.113543678047314, ""h_c_side"": 13.17979138114618, ""random_topology_style"": ""lamellae_xz"", ""sample_seed"": 277776793}",0.0018740560388276,0.01,0.01,0.3921930520048625,384.39942142449286,BC-001-TOP-ELECTRODE,343.0171488829911,303.56600238843095,0.0005,0.0005,0.0005,0.00575,0.00575,0.00975,0.00975,343.01375726342394,341.19699887144475,1.8167583919791923,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_random_smoothed_1a8e5cab.h5
sim_random_smoothed_027fee76,random_smoothed,"{""geometry_type"": ""random_smoothed"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0006799717283326244, ""k_low"": 0.445033980308681, ""k_high"": 83.13603273423948, ""volume_fraction_target"": 0.6748143752023491, ""blur_sigma"": 2.3333381606062034, ""T_hot"": 395.68741200776554, ""T_air"": 305.42065564812094, ""h_c"": 21.767255286111478, ""h_c_side"": 13.759643058131822, ""random_topology_style"": ""isotropic"", ""sample_seed"": 1316497332}",0.0006799717283326,0.01,0.01,0.445033980308681,83.13603273423948,BC-001-TOP-ELECTRODE,395.68741200776554,305.42065564812094,0.0005,0.0005,0.0005,0.00225,0.00325,0.00275,0.00025,395.6693145250567,393.4450578784208,2.2242566466358653,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_random_smoothed_027fee76.h5
sim_wedge_680c03ad,wedge,"{""geometry_type"": ""wedge"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0009215681233179573, ""k_low"": 0.20182170126705493, ""k_high"": 378.3654491821126, ""volume_fraction_target"": 0.7226490948441842, ""wedge_slope"": 0.69087871066631, ""direction"": ""diagonal"", ""reverse"": true, ""volume_fraction_actual"": 0.72225, ""T_hot"": 333.2701705562814, ""T_air"": 291.6111370845153, ""h_c"": 16.68744802502465, ""h_c_side"": 8.284515758397784, ""sample_seed"": 2126544147}",0.0009215681233179,0.01,0.01,0.2018217012670549,378.3654491821126,BC-001-TOP-ELECTRODE,333.2701705562814,291.6111370845153,0.0005,0.0005,0.0005,0.00125,0.00125,0.00975,0.00975,333.2682940828311,330.7641519732341,2.504142109597012,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_wedge_680c03ad.h5
sim_step_82f5bbd9,step,"{""geometry_type"": ""step"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0016065528739347165, ""k_low"": 0.17393673119153968, ""k_high"": 51.14477692161814, ""step_position"": 0.32554146522590083, ""low_thickness_fraction"": 0.4086048942043131, ""high_thickness_fraction"": 0.8484004380424536, ""direction"": ""y"", ""reverse"": false, ""volume_fraction_target"": 0.715, ""volume_fraction_actual"": 0.715, ""T_hot"": 395.1848845749272, ""T_air"": 290.92567708944216, ""h_c"": 11.274636585371416, ""h_c_side"": 24.61358055256817, ""sample_seed"": 1779493014}",0.0016065528739347,0.01,0.01,0.1739367311915396,51.14477692161814,BC-001-TOP-ELECTRODE,395.1848845749272,290.92567708944216,0.0005,0.0005,0.0005,0.00525,0.00575,0.00975,0.00025,393.7239155128114,377.0063459662583,16.71756954655308,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_step_82f5bbd9.h5
sim_step_0cbdad05,step,"{""geometry_type"": ""step"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0008852228538811427, ""k_low"": 0.7983997182405068, ""k_high"": 317.5917265943218, ""step_position"": 0.6441546511724978, ""low_thickness_fraction"": 0.12020261686308739, ""high_thickness_fraction"": 0.6810690469726146, ""direction"": ""x"", ""reverse"": false, ""volume_fraction_target"": 0.32, ""volume_fraction_actual"": 0.32, ""T_hot"": 345.9066758692459, ""T_air"": 293.0238791507082, ""h_c"": 14.286810441400913, ""h_c_side"": 8.720823312332609, ""sample_seed"": 1949456904}",0.0008852228538811,0.01,0.01,0.7983997182405068,317.5917265943218,BC-001-TOP-ELECTRODE,345.9066758692459,293.0238791507082,0.0005,0.0005,0.0005,0.00825,0.00525,0.00025,0.00025,345.62743372910893,344.77532636271246,0.8521073663964671,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_step_0cbdad05.h5
sim_arc_c36f5281,arc,"{""geometry_type"": ""arc"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0018427602394329352, ""k_low"": 0.833256094343056, ""k_high"": 146.93910562500113, ""center_fraction"": 0.614065853523264, ""radius_fraction"": 0.3207177894729933, ""base_height_fraction"": 0.27098740577702635, ""arc_height_fraction"": 0.4833354011165582, ""channel_half_width_fraction"": 0.07705316920234528, ""direction"": ""x"", ""reverse"": false, ""volume_fraction_target"": 0.18666666666666668, ""volume_fraction_actual"": 0.18666666666666668, ""T_hot"": 381.16246772070724, ""T_air"": 309.1860222331568, ""h_c"": 23.91731057744726, ""h_c_side"": 17.000841708584378, ""sample_seed"": 2557197080}",0.0018427602394329,0.01,0.01,0.833256094343056,146.93910562500113,BC-001-TOP-ELECTRODE,381.1624677207072,309.1860222331568,0.0005,0.0005,0.0005,0.00625,0.00525,0.00025,0.00025,380.0441197271223,375.00746439886984,5.0366553282524364,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_arc_c36f5281.h5
sim_wedge_1532959f,wedge,"{""geometry_type"": ""wedge"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0013872714689025867, ""k_low"": 0.7051859128459685, ""k_high"": 145.1431834596315, ""volume_fraction_target"": 0.7497793122532677, ""wedge_slope"": 0.8495406810115511, ""direction"": ""x"", ""reverse"": false, ""volume_fraction_actual"": 0.7316666666666667, ""T_hot"": 383.5587120166005, ""T_air"": 290.5449119060336, ""h_c"": 21.626558069045213, ""h_c_side"": 14.361180847690072, ""sample_seed"": 3049113398}",0.0013872714689025,0.01,0.01,0.7051859128459685,145.1431834596315,BC-001-TOP-ELECTRODE,383.5587120166005,290.5449119060336,0.0005,0.0005,0.0005,0.00775,0.00525,0.00025,0.00025,383.5382314010606,379.573498195007,3.9647332060536087,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_wedge_1532959f.h5
sim_arc_11cbcdd6,arc,"{""geometry_type"": ""arc"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0006613949252777743, ""k_low"": 0.4486702242825615, ""k_high"": 373.8893874992213, ""center_fraction"": 0.5751515671023852, ""radius_fraction"": 0.29768961930390786, ""base_height_fraction"": 0.23879454346374088, ""arc_height_fraction"": 0.650596597603322, ""channel_half_width_fraction"": 0.06920288858926493, ""direction"": ""x"", ""reverse"": true, ""volume_fraction_target"": 0.18, ""volume_fraction_actual"": 0.18, ""T_hot"": 337.32885078555273, ""T_air"": 308.8200102338424, ""h_c"": 5.24042180486415, ""h_c_side"": 12.97346151913927, ""sample_seed"": 1142727106}",0.0006613949252777,0.01,0.01,0.4486702242825615,373.8893874992213,BC-001-TOP-ELECTRODE,337.32885078555273,308.8200102338424,0.0005,0.0005,0.0005,0.00475,0.00525,0.00975,0.00975,337.2876743776083,336.63604652215105,0.6516278554572636,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_arc_11cbcdd6.h5
sim_arc_78d99429,arc,"{""geometry_type"": ""arc"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0018858157177674931, ""k_low"": 0.9223227621971437, ""k_high"": 96.37608722261862, ""center_fraction"": 0.600060949931584, ""radius_fraction"": 0.29100785175864136, ""base_height_fraction"": 0.10133751617884805, ""arc_height_fraction"": 0.5514089613436417, ""channel_half_width_fraction"": 0.06096078892673403, ""direction"": ""x"", ""reverse"": true, ""volume_fraction_target"": 0.10666666666666667, ""volume_fraction_actual"": 0.10666666666666667, ""T_hot"": 381.04299828859934, ""T_air"": 305.17907526677186, ""h_c"": 21.902129246231667, ""h_c_side"": 22.93368814988899, ""sample_seed"": 216385026}",0.0018858157177674,0.01,0.01,0.9223227621971436,96.37608722261862,BC-001-TOP-ELECTRODE,381.04299828859934,305.17907526677186,0.0005,0.0005,0.0005,0.00425,0.00475,0.00975,0.00025,379.44856355495136,374.0374881883261,5.411075366625255,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_arc_78d99429.h5
sim_random_smoothed_6dd44a62,random_smoothed,"{""geometry_type"": ""random_smoothed"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0019047926015475947, ""k_low"": 0.3927700128832432, ""k_high"": 92.0104368718647, ""volume_fraction_target"": 0.531972402077919, ""blur_sigma"": 1.6248861667143812, ""T_hot"": 367.18026097363173, ""T_air"": 292.98304472342653, ""h_c"": 6.619539957696068, ""h_c_side"": 22.680789568447068, ""random_topology_style"": ""isotropic"", ""sample_seed"": 52562349}",0.0019047926015475,0.01,0.01,0.3927700128832432,92.0104368718647,BC-001-TOP-ELECTRODE,367.18026097363173,292.98304472342653,0.0005,0.0005,0.0005,0.00425,0.00525,0.00025,0.00025,367.1419818206789,363.51416950677,3.627812313908805,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_random_smoothed_6dd44a62.h5
sim_curved_wedge_bad1a064,curved_wedge,"{""geometry_type"": ""curved_wedge"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0018855552366585121, ""k_low"": 0.309570300161007, ""k_high"": 96.57019834756666, ""base_fraction"": 0.20553208591374894, ""max_fraction"": 0.7159074296828292, ""exponent"": 0.8224645396149886, ""direction"": ""diagonal"", ""reverse"": true, ""volume_fraction_target"": 0.49045833333333333, ""volume_fraction_actual"": 0.49045833333333333, ""T_hot"": 321.6689285245516, ""T_air"": 299.5132295008777, ""h_c"": 16.452628904036512, ""h_c_side"": 5.798941439027255, ""sample_seed"": 154969730}",0.0018855552366585,0.01,0.01,0.309570300161007,96.57019834756666,BC-001-TOP-ELECTRODE,321.6689285245516,299.5132295008777,0.0005,0.0005,0.0005,0.00125,0.00125,0.00975,0.00975,320.9264418449298,319.5930872245741,1.333354620355692,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_curved_wedge_bad1a064.h5
/simulations/fields/sim_double_layer_a728a357.h5,,,,,,,,,,,,,,,,,,,,,,,,
sim_random_smoothed_8bb6d980,random_smoothed,"{""geometry_type"": ""random_smoothed"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0005108130327846642, ""k_low"": 0.38952514242103004, ""k_high"": 146.02155461804008, ""volume_fraction_target"": 0.7232658106119234, ""blur_sigma"": [1.7885098584190762, 1.7885098584190762, 9.370085633730499], ""T_hot"": 363.8634856925993, ""T_air"": 290.7240282126253, ""h_c"": 19.883795269721933, ""h_c_side"": 14.0341446379266, ""random_topology_style"": ""pillars_z"", ""sample_seed"": 4248264559}",0.0005108130327846,0.01,0.01,0.38952514242103,146.02155461804008,BC-001-TOP-ELECTRODE,363.8634856925993,290.7240282126253,0.0005,0.0005,0.0005,0.00425,0.00175,0.00025,0.00475,363.85832399930086,361.6499244630463,2.2083995362545465,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_random_smoothed_8bb6d980.h5
sim_step_1da88b00,step,"{""geometry_type"": ""step"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0017644944191124118, ""k_low"": 0.3455742818216591, ""k_high"": 62.61230463682899, ""step_position"": 0.49456325441185583, ""low_thickness_fraction"": 0.3829085510069376, ""high_thickness_fraction"": 0.6663470947848205, ""direction"": ""diagonal"", ""reverse"": true, ""volume_fraction_target"": 0.5366666666666666, ""volume_fraction_actual"": 0.5366666666666666, ""T_hot"": 371.1652925743465, ""T_air"": 309.49213183337827, ""h_c"": 13.082379225247454, ""h_c_side"": 9.583470732039753, ""sample_seed"": 537662278}",0.0017644944191124,0.01,0.01,0.3455742818216591,62.61230463682899,BC-001-TOP-ELECTRODE,371.1652925743465,309.49213183337827,0.0005,0.0005,0.0005,0.00325,0.00325,0.00975,0.00975,369.8058053660736,366.97151007086654,2.834295295207085,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_step_1da88b00.h5
sim_curved_wedge_b73cc124,curved_wedge,"{""geometry_type"": ""curved_wedge"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0010345267564532419, ""k_low"": 0.18066891987244313, ""k_high"": 154.0316246140131, ""base_fraction"": 0.05863536215754582, ""max_fraction"": 0.9168134802304835, ""exponent"": 1.217034243210096, ""direction"": ""y"", ""reverse"": false, ""volume_fraction_target"": 0.4483333333333333, ""volume_fraction_actual"": 0.4483333333333333, ""T_hot"": 341.055779051018, ""T_air"": 291.3359330707349, ""h_c"": 14.263436491746624, ""h_c_side"": 6.102922865505467, ""sample_seed"": 617147065}",0.0010345267564532,0.01,0.01,0.1806689198724431,154.0316246140131,BC-001-TOP-ELECTRODE,341.055779051018,291.3359330707349,0.0005,0.0005,0.0005,0.00525,0.00975,0.00975,0.00025,340.6491273429172,336.1977568525466,4.451370490370607,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_curved_wedge_b73cc124.h5
sim_curved_wedge_cf22c256,curved_wedge,"{""geometry_type"": ""curved_wedge"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0005444071286768439, ""k_low"": 0.5971409444162991, ""k_high"": 186.63946048750498, ""base_fraction"": 0.12828909334935204, ""max_fraction"": 0.8366276218501077, ""exponent"": 3.215099235883515, ""direction"": ""y"", ""reverse"": false, ""volume_fraction_target"": 0.295, ""volume_fraction_actual"": 0.295, ""T_hot"": 375.8831213402548, ""T_air"": 307.42962543307476, ""h_c"": 8.107069292889769, ""h_c_side"": 20.329897720785755, ""sample_seed"": 236128947}",0.0005444071286768,0.01,0.01,0.5971409444162991,186.63946048750495,BC-001-TOP-ELECTRODE,375.8831213402548,307.42962543307476,0.0005,0.0005,0.0005,0.00525,0.00975,0.00025,0.00025,375.7345760365089,374.640921764341,1.093654272167896,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_curved_wedge_cf22c256.h5
sim_step_f127ed79,step,"{""geometry_type"": ""step"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0012114251609953218, ""k_low"": 0.4587712823245972, ""k_high"": 104.3056732403799, ""step_position"": 0.34301936406383865, ""low_thickness_fraction"": 0.30811981402861766, ""high_thickness_fraction"": 0.8452589405188257, ""direction"": ""y"", ""reverse"": true, ""volume_fraction_target"": 0.68, ""volume_fraction_actual"": 0.68, ""T_hot"": 367.18739448607585, ""T_air"": 297.26466836579584, ""h_c"": 6.610697110363198, ""h_c_side"": 15.012099143199585, ""sample_seed"": 1000987170}",0.0012114251609953,0.01,0.01,0.4587712823245972,104.3056732403799,BC-001-TOP-ELECTRODE,367.18739448607585,297.26466836579584,0.0005,0.0005,0.0005,0.00475,0.00375,0.00975,0.00975,367.0202966241939,364.63766039401906,2.382636230174853,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_step_f127ed79.h5
sim_random_smoothed_f0bcbf56,random_smoothed,"{""geometry_type"": ""random_smoothed"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0009536269675469573, ""k_low"": 0.9233741555262552, ""k_high"": 336.31519901502384, ""volume_fraction_target"": 0.34932481871938936, ""blur_sigma"": [11.331816072723665, 11.331816072723665, 1.3640660124494648], ""T_hot"": 344.5989498084317, ""T_air"": 293.16310292295043, ""h_c"": 12.906074302670625, ""h_c_side"": 10.520677362542294, ""random_topology_style"": ""lamellae_xy"", ""sample_seed"": 1336810988}",0.0009536269675469,0.01,0.01,0.9233741555262552,336.31519901502384,BC-001-TOP-ELECTRODE,344.5989498084317,293.16310292295043,0.0005,0.0005,0.0005,0.00475,0.00075,0.00025,0.00975,344.44410847900184,343.9086309970063,0.5354774819955423,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_random_smoothed_f0bcbf56.h5
sim_double_layer_5672af6f,double_layer,"{""geometry_type"": ""double_layer"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0019331711363150008, ""k_low"": 0.34014939670277766, ""k_high"": 229.79195826218407, ""split_fraction"": 0.6295350094900599, ""bottom_width_fraction"": 0.45673885614527643, ""top_width_fraction"": 0.5472498691609469, ""bridge_width_fraction"": 0.1779167166997534, ""direction"": ""x"", ""reverse"": false, ""volume_fraction_target"": 0.495, ""volume_fraction_actual"": 0.495, ""T_hot"": 321.07753092053724, ""T_air"": 300.14775233988985, ""h_c"": 17.066956370997758, ""h_c_side"": 9.944216647242751, ""sample_seed"": 2272835221}",0.001933171136315,0.01,0.01,0.3401493967027776,229.79195826218407,BC-001-TOP-ELECTRODE,321.07753092053724,300.14775233988985,0.0005,0.0005,0.0005,0.00475,0.00525,0.00025,0.00975,321.0262812351874,319.87000862254604,1.1562726126413736,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_double_layer_5672af6f.h5
sim_curved_wedge_e880fb28,curved_wedge,"{""geometry_type"": ""curved_wedge"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0019198797763101002, ""k_low"": 0.8821032351979051, ""k_high"": 397.1739970886647, ""base_fraction"": 0.2675918651973427, ""max_fraction"": 0.9623385477288469, ""exponent"": 0.6360185581392179, ""direction"": ""y"", ""reverse"": false, ""volume_fraction_target"": 0.69, ""volume_fraction_actual"": 0.69, ""T_hot"": 327.8660423413646, ""T_air"": 306.2336976966373, ""h_c"": 24.842674281281447, ""h_c_side"": 12.81377415938708, ""sample_seed"": 1661986560}",0.0019198797763101,0.01,0.01,0.8821032351979051,397.1739970886647,BC-001-TOP-ELECTRODE,327.8660423413646,306.2336976966373,0.0005,0.0005,0.0005,0.00525,0.00925,0.00975,0.00025,327.7848505513079,326.815515010217,0.9693355410909136,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_curved_wedge_e880fb28.h5
sim_curved_wedge_da115660,curved_wedge,"{""geometry_type"": ""curved_wedge"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0016522228673595926, ""k_low"": 0.41386746946024644, ""k_high"": 301.1877810677437, ""base_fraction"": 0.28407221061175214, ""max_fraction"": 0.9001345177950231, ""exponent"": 2.235546057168422, ""direction"": ""diagonal"", ""reverse"": false, ""volume_fraction_target"": 0.44345833333333334, ""volume_fraction_actual"": 0.44345833333333334, ""T_hot"": 323.48393293757226, ""T_air"": 299.1775048777332, ""h_c"": 23.5664173290585, ""h_c_side"": 14.975439014002202, ""sample_seed"": 3265942264}",0.0016522228673595,0.01,0.01,0.4138674694602464,301.1877810677437,BC-001-TOP-ELECTRODE,323.48393293757226,299.1775048777332,0.0005,0.0005,0.0005,0.00975,0.00975,0.00025,0.00025,323.0917048719002,320.87927753279666,2.212427339103556,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_curved_wedge_da115660.h5
sim_step_35a046be,step,"{""geometry_type"": ""step"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.001327397501716112, ""k_low"": 0.48120817116112713, ""k_high"": 348.21852707023135, ""step_position"": 0.7169605646381678, ""low_thickness_fraction"": 0.2657670628888524, ""high_thickness_fraction"": 0.7235045282264505, ""direction"": ""x"", ""reverse"": false, ""volume_fraction_target"": 0.395, ""volume_fraction_actual"": 0.395, ""T_hot"": 387.5464247787779, ""T_air"": 296.10539030858143, ""h_c"": 9.729185890425715, ""h_c_side"": 8.7661796350206, ""sample_seed"": 3219017638}",0.0013273975017161,0.01,0.01,0.4812081711611271,348.21852707023135,BC-001-TOP-ELECTRODE,387.5464247787779,296.10539030858143,0.0005,0.0005,0.0005,0.00875,0.00525,0.00025,0.00025,386.8902356251677,384.1491264007597,2.741109224407978,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_step_35a046be.h5
sim_double_layer_460464e4,double_layer,"{""geometry_type"": ""double_layer"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0013179609599705334, ""k_low"": 0.22706709143328746, ""k_high"": 325.3413984039609, ""split_fraction"": 0.5610709554005187, ""bottom_width_fraction"": 0.497238669655898, ""top_width_fraction"": 0.46217857311269017, ""bridge_width_fraction"": 0.08265471260681179, ""direction"": ""y"", ""reverse"": false, ""volume_fraction_target"": 0.4816666666666667, ""volume_fraction_actual"": 0.4816666666666667, ""T_hot"": 398.3631677256334, ""T_air"": 308.74311295385445, ""h_c"": 21.77064508919668, ""h_c_side"": 7.371662989461987, ""sample_seed"": 3972822607}",0.0013179609599705,0.01,0.01,0.2270670914332874,325.3413984039609,BC-001-TOP-ELECTRODE,398.3631677256334,308.74311295385445,0.0005,0.0005,0.0005,0.00525,0.00575,0.00975,0.00025,398.0122291315411,391.9639092631935,6.048319868347619,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_double_layer_460464e4.h5
sim_step_d09e0c3b,step,"{""geometry_type"": ""step"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0008462794548331679, ""k_low"": 0.2796823010427691, ""k_high"": 174.9297770111077, ""step_position"": 0.5380714874727809, ""low_thickness_fraction"": 0.14842901366148697, ""high_thickness_fraction"": 0.9065680027024976, ""direction"": ""diagonal"", ""reverse"": true, ""volume_fraction_target"": 0.4663333333333333, ""volume_fraction_actual"": 0.4663333333333333, ""T_hot"": 393.66809359394097, ""T_air"": 302.08349874118716, ""h_c"": 13.985017429025213, ""h_c_side"": 20.868211032629688, ""sample_seed"": 3953568525}",0.0008462794548331,0.01,0.01,0.2796823010427691,174.9297770111077,BC-001-TOP-ELECTRODE,393.66809359394097,302.08349874118716,0.0005,0.0005,0.0005,0.00275,0.00275,0.00975,0.00975,393.40459994106993,386.1630865681346,7.241513372935401,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_step_d09e0c3b.h5
sim_step_1ceb882b,step,"{""geometry_type"": ""step"", ""Lx"": 0.01, ""Ly"": 0.01, ""h"": 0.0011884798602173063, ""k_low"": 0.9525906418376985, ""k_high"": 182.87523718492582, ""step_position"": 0.6553542895574784, ""low_thickness_fraction"": 0.32888179925876054, ""high_thickness_fraction"": 0.6789596851834262, ""direction"": ""y"", ""reverse"": false, ""volume_fraction_target"": 0.45, ""volume_fraction_actual"": 0.45, ""T_hot"": 369.2611504836366, ""T_air"": 305.3657801789022, ""h_c"": 13.645702853897772, ""h_c_side"": 11.665566627147559, ""sample_seed"": 4055278609}",0.0011884798602173,0.01,0.01,0.9525906418376984,182.87523718492585,BC-001-TOP-ELECTRODE,369.2611504836366,305.3657801789022,0.0005,0.0005,0.0005,0.00475,0.00825,0.00975,0.00025,368.8960117547838,367.95069487274475,0.9453168820390374,,,True,/Users/apple/Library/CloudStorage/OneDrive-个人/git/TE_film/data/simulations/fields/sim_step_1ceb882b.h5
